Filepath1, Filename1, Startline1, Endline1, Type1, Filepath2, Filename2, Startline2, Endline2, Type2, Clonetype, Similarity
/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/enews/controller/newsFilesStates/UploadFilesState.java,1815674.java,81,89,selected,/trunk/kadmos-cmdutils/src/test/java/de/fzi/kadmos/cmdutils/EvaluatorTest.java,1010374.java,511,521,selected,3,0.8137254901960784
/src/com/oranda/util/FileUtils.java,580446.java,7,14,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/enews/controller/newsFilesStates/UploadFilesState.java,1815674.java,81,89,selected,3,0.7951807228915663
/implementation/jPAJ/eu/cherrytree/paj/file/FileReader.java,853320.java,48,57,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/enews/controller/newsFilesStates/UploadFilesState.java,1815674.java,81,89,selected,3,0.83
/Components/eclipsePlugin/Trunk/Development/src/org/maveryx/report/reader/TestMonitor.java,382695.java,324,331,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/enews/controller/newsFilesStates/UploadFilesState.java,1815674.java,81,89,selected,3,0.7951807228915663
/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/enews/controller/newsFilesStates/UploadFilesState.java,1815674.java,81,89,selected,/cmapanalysis/source/nlk/analysisTool/model/Analysis.java,1194610.java,180,187,selected,3,0.7951807228915663
p/main/Tools.java,2260531.java,504,511,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/enews/controller/newsFilesStates/UploadFilesState.java,1815674.java,81,89,selected,3,0.7951807228915663
/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/enews/controller/newsFilesStates/UploadFilesState.java,1815674.java,81,89,selected,/trunk/gb-disk/src/main/fi/hip/gb/disk/transport/LocalTransport.java,341629.java,51,59,selected,3,0.9318181818181819
/src/sisi/imp/ImportaYouCommerce.java,664690.java,712,721,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/enews/controller/newsFilesStates/UploadFilesState.java,1815674.java,81,89,selected,3,0.813953488372093
/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/enews/controller/newsFilesStates/UploadFilesState.java,1815674.java,81,89,selected,/trunk/src/main/java/wheel/util/ProjectCreator.java,1669355.java,59,66,selected,3,0.7951807228915663
/moved-to-github/fedora/tags/release-2.1/src/test/junit/fedora/test/FedoraServerTestSetup.java,463196.java,251,258,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/enews/controller/newsFilesStates/UploadFilesState.java,1815674.java,81,89,selected,3,0.7951807228915663
/SingleUserDesktopApp/src/com/bluebrim/solitarylayouteditor/CoFileStoreSupport.java,1200879.java,213,224,selected,/2.1/edits/eu/fbk/hlt/common/SerializationManager.java,2154817.java,36,47,selected,3,0.8415841584158416
/pentaho-cat/New Folder/src/org/pentahoadmin/PentahoAdmin/util/FileUtils.java,1101143.java,9,23,selected,/SingleUserDesktopApp/src/com/bluebrim/solitarylayouteditor/CoFileStoreSupport.java,1200879.java,213,224,selected,3,0.8076923076923077
/SingleUserDesktopApp/src/com/bluebrim/solitarylayouteditor/CoFileStoreSupport.java,1200879.java,213,224,selected,/trunk/pspdash/BetaVersionSetup.java,60460.java,65,77,selected,3,0.7107438016528926
/theTVDB-Renamer/src/com/nach0x/theTVDBrenamer/FileTools.java,106425.java,72,83,selected,/SingleUserDesktopApp/src/com/bluebrim/solitarylayouteditor/CoFileStoreSupport.java,1200879.java,213,224,selected,3,0.9770114942528736
/SingleUserDesktopApp/src/com/bluebrim/solitarylayouteditor/CoFileStoreSupport.java,1200879.java,213,224,selected,/trunk/AIMS3e/src/assays/com/Util.java,2666844.java,737,748,selected,3,0.7849462365591398
/src/AntRunner.java,108638.java,248,261,default,/SingleUserDesktopApp/src/com/bluebrim/solitarylayouteditor/CoFileStoreSupport.java,1200879.java,213,224,selected,3,0.794392523364486
/trunk/fsl/src/independent/freestyleLearningGroup/independent/util/FLGFileUtility.java,1383568.java,70,83,selected,/SingleUserDesktopApp/src/com/bluebrim/solitarylayouteditor/CoFileStoreSupport.java,1200879.java,213,224,selected,3,0.7304347826086957
/SingleUserDesktopApp/src/com/bluebrim/solitarylayouteditor/CoFileStoreSupport.java,1200879.java,213,224,selected,/trunk/java/src/com/magneticreason/fitnium/api/FitniumFileAPI.java,1718247.java,56,69,selected,3,0.680327868852459
/SingleUserDesktopApp/src/com/bluebrim/solitarylayouteditor/CoFileStoreSupport.java,1200879.java,213,224,selected,/wings1/trunk/wings/demo/explorer/ExplorerComponents.java,1141869.java,113,125,selected,3,0.7961165048543689
/SingleUserDesktopApp/src/com/bluebrim/solitarylayouteditor/CoFileStoreSupport.java,1200879.java,213,224,selected,asilo/src/za/co/data/util/IOUtils.java,2088201.java,65,75,selected,3,0.8850574712643678
/SingleUserDesktopApp/src/com/bluebrim/solitarylayouteditor/CoFileStoreSupport.java,1200879.java,213,224,selected,/trunk/edits-common/src/main/java/org/edits/models/EDITSModel.java,2337215.java,43,54,selected,3,0.8415841584158416
/Tools/IDLCompiler/src/util/FileHelper.java,2006571.java,147,165,selected,/src/com/aspect/snoop/util/IOUtil.java,2512690.java,53,68,selected,3,0.8264462809917356
/trunk/src/com/wd/abom/system/Utils.java,2293723.java,62,82,selected,/src/com/aspect/snoop/util/IOUtil.java,2512690.java,53,68,selected,3,0.784
/database/src/com/totsp/database/util/FileUtil.java,2333916.java,14,27,selected,/src/com/aspect/snoop/util/IOUtil.java,2512690.java,53,68,selected,3,0.9
/main/java/org/photolister/list/copystrategy/AbstractCopyStrategy.java,1002110.java,19,34,selected,/src/com/aspect/snoop/util/IOUtil.java,2512690.java,53,68,selected,3,0.9423076923076923
/trunk/src/util/file/FileOperator.java,42000.java,49,64,selected,/src/com/aspect/snoop/util/IOUtil.java,2512690.java,53,68,selected,3,0.9615384615384616
/trunk/src/test/java/nl/knaw/dans/common/dbflib/UnitTestUtil.java,920983.java,188,205,selected,/src/com/aspect/snoop/util/IOUtil.java,2512690.java,53,68,selected,3,0.8319327731092436
/Jadoth_Core/src/net/jadoth/util/file/JaFiles.java,1126373.java,107,122,selected,/src/com/aspect/snoop/util/IOUtil.java,2512690.java,53,68,selected,3,0.9523809523809523
/Tools/NBOPSIDLSupport/src/ops/netbeansmodules/util/FileHelper.java,1948447.java,147,165,selected,/src/com/aspect/snoop/util/IOUtil.java,2512690.java,53,68,selected,3,0.8264462809917356
o/estimate/FileCopy.java,123372.java,25,67,default,/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,3,0.8287153652392947
/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,/miape-api/src/main/java/org/proteored/miapeapi/interfaces/persistence/MiapeFile.java,45377.java,105,136,selected,3,0.8571428571428572
/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,/trunk/UltimateMediaCollector/src/com/umc/builder/BuilderController.java,2705355.java,962,1003,selected,3,0.7961165048543689
/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,/applications/analytics/server/src/org/monet/reportservice/engine/impl/PentahoReport.java,2074856.java,293,331,selected,3,0.8388746803069054
/Tesi/bracco-core/src/it/rm/bracco/pipeline/indexingPipe/terrier/BraccoTerrierUtils.java,1142350.java,17,59,selected,/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,3,0.7598152424942264
/com/generatescape/utils/FileUtils.java,2299052.java,205,248,selected,/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,3,0.9481268011527377
o/estimate/FileCopy.java,5352.java,25,67,default,/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,3,0.8287153652392947
/trunk/dconfig-lib/src/main/java/org/moonwave/dconfig/util/FileUtil.java,2016846.java,39,81,selected,/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,3,0.7369614512471656
/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,/flowlet2/src/main/java/org/jboss/flowlet/rest/framework/FileCopy.java,226776.java,20,62,selected,3,0.7598152424942264
/jhomenet-main/jhomenet-commons/trunk/src/jhomenet/commons/utils/FileUtils.java,1394229.java,175,209,selected,/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,3,0.8206686930091185
/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,/branches/newcommer/2010_10_Pasha/src/File/FileCopy.java,2237913.java,17,59,selected,3,0.8159203980099503
/PIPE2/trunk/src/org/systemsbiology/PIPE2/server/GOTableServiceImpl.java,1144005.java,142,184,selected,/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,3,0.7598152424942264
eCopy.java,110358.java,14,58,default,/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,3,0.8083538083538083
/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,/eclipse/Copy2Go/src/com/scientist/trautwein/copy2go/FileCopy.java,1819038.java,10,52,selected,3,0.7404761904761905
/utils/src/uk/co/platosys/util/FileTools.java,39748.java,89,118,selected,/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,3,0.8571428571428572
/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,/deft/tags/release-0.5.1 beta/org.deft/src/org/deft/helper/OutputHelper.java,293333.java,72,107,selected,3,0.8904109589041096
/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,/CookbookDesktop/src/other/FILEUtils.java,673606.java,16,53,selected,3,0.9215686274509804
/trunk/jexcel-db/src/com/ek/mitapp/util/FileUtils.java,2535377.java,103,139,selected,/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,3,0.9452887537993921
/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,/trunk/MavenPlugin/src/main/java/sample/install/InstallEclipsePlugin.java,1208371.java,105,147,selected,3,0.7598152424942264
/trunk/distribution/explicanto-pack/yawiki/src/org/jzonic/yawiki/commands/FileCopy.java,1720009.java,19,52,selected,/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,3,0.9118541033434651
/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,/depth/com.comarch.depth/src/com/comarch/depth/helper/OutputHelper.java,1568102.java,73,108,selected,3,0.8904109589041096
/MWLL Actionmapper v0.3 - dev/MWLL Actionmapper v0.3/src/mwllactionmapper/model/FileCopy.java,440442.java,27,64,selected,/hadit/CopyNumberFileConcat.java,2685697.java,64,106,selected,3,0.7575057736720554
/itjava/src/itjava/model/Convertor.java,2358129.java,91,111,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.8208955223880597
/bobo-tools/src/com/browseengine/bobo/tools/ui/MakeUITask.java,2741363.java,237,256,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.8067226890756303
/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,/arch/src/org/arch/util/FileHelper.java,418831.java,80,100,selected,3,0.8308823529411764
/trunk/src/main/java/net/sf/jpkgmk/util/FileUtil.java,882365.java,379,402,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.6609195402298851
/servers/jain-slee/tools/jopr-plugin/jar/src/main/java/org/rhq/plugins/jslee/JainSleeServerComponent.java,2102326.java,637,658,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.7687074829931972
/trunk/src/java/uk/ac/rdg/resc/edal/util/Utils.java,1081859.java,197,212,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.8521739130434782
/playground/LineWrapper/Functionality/src/exporter/html/HtmlExporter.java,1831582.java,207,224,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.829059829059829
/trunk/langTeacher-commons/src/cz/langteacher/util/FileUtils.java,1761827.java,86,102,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.8434782608695652
/math/MathServices/src/ar/com/hjg/pngj/test/MirrorTest.java,1748547.java,90,112,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.8615384615384616
/deft/trunk/org.deft.operation.linebreak/src/org/deft/operation/linebreak/exporter/html/HtmlExporter.java,1057320.java,207,224,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.829059829059829
/java/net/sourceforge/xuse/utils/FileUtils.java,2403960.java,34,49,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.817391304347826
/GalaxySFrontend/LowLevelUnbrick/src/com/AdamOutler/LowLevelUnBrick/FileOperations.java,693554.java,184,203,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.837037037037037
/trunk/ij-dcraw/src/net/sf/ij_plugins/dcraw/DCRawPlugin.java,1597770.java,195,215,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.8444444444444444
/yeritools/program/code_deprecated/src/base/main/java/com/yerihyo/yeritools/swing/FileTransferHandler.java,2147346.java,28,47,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.8260869565217391
/itjava/src/itjava/tests/TutorialPresenterTest.java,861428.java,327,347,selected,/civic-engine/src/utils/SimpleFile.java,1113498.java,86,104,selected,3,0.8120300751879699
/sources/net.sf.j2s.ui/src/net/sf/j2s/ui/resources/FileSystemUtils.java,451448.java,59,75,selected,/src/trb/trials4k/Compressor2.java,1049521.java,90,104,selected,3,0.8785046728971962
/java/org/furthurnet/datastructures/FileManager.java,2679035.java,637,652,selected,/src/trb/trials4k/Compressor2.java,1049521.java,90,104,selected,3,0.8738738738738738
/CoSMo-Sim/Cosmo/util/Utils.java,797954.java,46,66,selected,/trunk/save_ArchEdit/Src/repository/se.mdh.mrtc.saveccm.repository/src/se/mdh/mrtc/saveccm/repository/util/FileFtpUtility.java,848542.java,33,52,selected,3,0.9297297297297298
/trunk/src/moller/util/io/FileUtil.java,1451011.java,46,76,selected,/Clolet/src/main/java/org/at/lettres/clonage/utils/FileUtils.java,2582891.java,30,53,selected,3,0.7094972067039106
/trunk/src/moller/util/io/FileUtil.java,1451011.java,46,76,selected,/branches/alex-lau-thom/Nat_Jboss/EJB/src/NatBean.java,201950.java,47,70,selected,3,0.7039106145251397
/trunk/src/moller/util/io/FileUtil.java,1451011.java,46,76,selected,/Media-Finder_Base/src/media_archiver_base/filesystem/CatalogWriter.java,82991.java,33,59,selected,3,0.7653631284916201
/trunk/src/moller/util/io/FileUtil.java,1451011.java,46,76,selected,/HomeAutomateWebSite/src/com/homeautomate/utils/Fonctions.java,1947495.java,44,67,selected,3,0.7094972067039106
/trunk/src/moller/util/io/FileUtil.java,1451011.java,46,76,selected,/plugin/src/org/jdeluxe/util/FileUtils.java,1110716.java,27,62,selected,3,0.7117117117117118
/trunk/src/moller/util/io/FileUtil.java,1451011.java,46,76,selected,/trunk/workspace/fr.cnes.sitools.core/src/fr/cnes/sitools/util/FileCopyUtils.java,1176675.java,112,137,selected,3,0.776536312849162
/trunk/src/moller/util/io/FileUtil.java,1451011.java,46,76,selected,/trunk/src/org/dsgt/util/FileUtils.java,1826423.java,41,66,selected,3,0.782122905027933
/trunk/src/moller/util/io/FileUtil.java,1451011.java,46,76,selected,/opt/SimpleTerminal/src/simpleterm/builtins/CpBuiltin.java,854220.java,56,86,selected,3,0.7653631284916201
/trunk/src/cross/io/misc/Base64.java,10730.java,1126,1152,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,3,0.9698492462311558
/trunk/src/cross/io/misc/Base64.java,10730.java,755,781,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,3,0.9698492462311558
/supa/trunk/src/java/de/christophlinder/supa/encodings/helpers/Base64.java,438322.java,865,885,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,3,0.8756476683937824
/supa/trunk/src/java/de/christophlinder/supa/encodings/helpers/Base64.java,438322.java,897,917,selected,/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/cryptographicservice/internal/commons/Base64.java,2510322.java,790,816,selected,3,0.8756476683937824
/FileTransaction/src/com/astrel/io/atomic/Action.java,2036304.java,91,105,selected,/src/ru/adv/io/atomic/Action.java,1319744.java,97,116,selected,3,0.825
/FileTransaction/src/dk/kapetanovic/jaft/action/io/FileHandler.java,906314.java,53,68,selected,/FileTransaction/src/com/astrel/io/atomic/Action.java,2036304.java,91,105,selected,3,0.7699115044247787
/guse/trunk/storage_cli/src/hu/sztaki/lpds/storage/service/carmen/commons/FileUtils.java,1739993.java,575,623,selected,/guse/trunk/storage_cli/src/hu/sztaki/lpds/storage/service/carmen/commons/FileUtils.java,1739993.java,640,703,selected,3,0.8091106290672452
/insight/insight-ui/trunk/src/main/java/com/mindtree/techworks/insight/preferences/xmlpersistence/XMLPreferenceDataHandler.java,520526.java,389,395,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9411764705882353
/gawky/trunk/src/gawky/file/Tool.java,1126543.java,107,113,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9558823529411765
/cleartk-ml-svmlight/src/main/java/org/cleartk/classifier/svmlight/OVASVMlightDataWriter.java,59576.java,93,99,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9705882352941176
/tags/maven-merge-file-plugin-1.0/src/main/java/com/ideo/sweetdevria/maven/plugin/merge/util/Util.java,1810839.java,230,237,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.8571428571428572
/main/java/com/webstersmalley/picweb/utils/IOUtils.java,1376795.java,134,141,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.8192771084337349
/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,/src/common/FileUtilities.java,1087990.java,139,145,selected,3,0.9565217391304348
/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,/trunk/java/SVNstatistikaJadro/src/cz/vse/xkucf03/svnStatistika/jadro/vystup/ZpracovaniVystupu.java,1183848.java,84,90,selected,3,0.9705882352941176
/trunk/src/org/openxml4j/opc/internal/FileHelper.java,1385816.java,49,55,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9705882352941176
/trunk/Rezine/src/main/java/rezine/Utils.java,1152093.java,55,61,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9705882352941176
/trunk/module/CMSJava-static/src/shu/util/JCopy.java,2205390.java,47,53,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9705882352941176
/src/main/java/org/radsimplified/genapp/FileUtil.java,2542837.java,44,50,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9565217391304348
/java/src/gov/lanl/archive/impl/StandardProcessor.java,1247433.java,142,148,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9411764705882353
/wooki/trunk/wooki/wootEngine/src/main/java/fr/loria/ecoo/wootEngine/FileUtil.java,1627071.java,116,122,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9705882352941176
/tags/sweetdev-ria-m2-widgetDependencyBoard-1.0/src/main/java/com/ideo/sweetdevria/maven/plugin/widgetanalyse/util/Util.java,2245750.java,230,237,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.8571428571428572
/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,/judo_server/src/org/judo/server/HotDeployer.java,2566001.java,217,223,selected,3,0.9558823529411765
/saadasvn/java/sources/saadadb/util/CopyFile.java,2256300.java,15,21,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9705882352941176
/trunk/org.mooym.core/src/org/mooym/utils/FileUtil.java,2227871.java,105,112,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9315068493150684
/RegressionTestTool/src/com/bjSoft/regressionTestTool/codeCoverage/CodeCoverageFacade.java,2331814.java,67,73,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9558823529411765
/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,/xhack/util/FileUtilities.java,1647854.java,14,21,selected,3,0.8607594936708861
/trunk/module/CMSJava-static/src/shu/util/Utils.java,1542784.java,128,134,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9705882352941176
/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,/JcEmailService/src/com/jc/io/JcFileUtility.java,690424.java,14,20,selected,3,0.9705882352941176
/tags/sweetdev-ria-m2-tld-update-plugin-0.3/src/main/java/com/ideo/sweetforge/plugin/merge/util/Util.java,1495157.java,230,237,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.8571428571428572
/trunk/ihe/src/com/misyshealthcare/connect/ihe/XdmMessenger.java,2132905.java,72,78,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9411764705882353
/trunk/Chartsy/Chat/src/org/chartsy/chatsy/chat/util/URLFileSystem.java,1408573.java,251,257,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9558823529411765
/trunk/MP/src/com/pf/mf/ui/MFCmd.java,2227752.java,18,24,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9558823529411765
/xBaseJ/src/org/xBaseJ/DBF.java,1742081.java,1699,1705,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9411764705882353
/libjava/gnu/gcj/runtime/SharedLibHelper.java,426729.java,43,49,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9558823529411765
/cleartk-ml-tksvmlight/src/main/java/org/cleartk/classifier/tksvmlight/OVATKSVMlightDataWriter.java,530308.java,111,117,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9705882352941176
/main/trunk/generator_src/gnu/trove/generator/Generator.java,2026703.java,472,478,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9852941176470589
/plugin/src/edu/hawaii/ics/csdl/jupiter/test/ProjectMockup.java,971300.java,176,182,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.9705882352941176
/landak/ipod/Util.java,603254.java,82,90,selected,/tags/t200711251421/paccman-tools/src/org/paccman/tools/FileUtils.java,582021.java,48,54,selected,3,0.6938775510204082
