Filepath1, Filename1, Startline1, Endline1, Type1, Filepath2, Filename2, Startline2, Endline2, Type2, Clonetype, Similarity
/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,/src/main/java/org/owasp/esapi/codecs/Base64.java,925397.java,890,916,selected,3,0.965
/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,/src/main/java/org/owasp/esapi/codecs/Base64.java,925397.java,854,880,selected,3,0.965
/jotex/src/com/adobe/dp/epub/util/Base64.java,1494993.java,873,899,selected,/lightattachment/src/com/lightattachment/mails/Base64.java,59218.java,732,758,selected,3,1.0
/tags/trunk/es/unizar/cps/tecnoDiscap/gui/AdministracionResorces.java,1263468.java,345,381,selected,/trunk/src/es/unizar/cps/tecnodiscap/gui/AdministracionResorces.java,2247836.java,342,378,selected,3,0.9551282051282052
/utils/src/uk/co/platosys/util/FileTools.java,39748.java,89,118,selected,/miape-api/src/main/java/org/proteored/miapeapi/interfaces/persistence/MiapeFile.java,45377.java,105,136,selected,3,1.0
/src/it/mozzicato/apkwizard/utils/PathUtils.java,1344848.java,9,18,selected,/HomeworkPlanner/src/database/BackupDatabase.java,409069.java,77,86,selected,3,0.9767441860465116
/trunk/internal/jshm/internal/patcher/JarLoader.java,2688879.java,37,49,selected,/trunk/src/MediSnap/src/medisnap/gui/ImportFileThread.java,1637296.java,142,154,selected,3,0.9655172413793104
/trunk/src/MediSnap/src/medisnap/gui/ImportFileThread.java,1637296.java,142,154,selected,/trunk/ISPyB/ISPyB4/server/src/ispyb/server/webservice/WebService/SessionExporter.java,2211044.java,280,292,selected,3,0.9655172413793104
/trunk/src/MediSnap/src/medisnap/gui/ImportFileThread.java,1637296.java,142,154,selected,/EddTools/src/no/uio/edd/utils/fileutils/FileUtils.java,1262585.java,54,66,selected,3,0.9655172413793104
/trunk/src/MediSnap/src/medisnap/gui/ImportFileThread.java,1637296.java,142,154,selected,/VragenController.java,1752530.java,128,140,selected,3,0.9655172413793104
/WoordController.java,1632727.java,129,141,selected,/trunk/src/MediSnap/src/medisnap/gui/ImportFileThread.java,1637296.java,142,154,selected,3,0.9655172413793104
/trunk/src/MediSnap/src/medisnap/gui/ImportFileThread.java,1637296.java,142,154,selected,/trunk/tools/org.vexi.widgetdoc/src/org/vexi/widgetdoc/util/Util.java,567178.java,45,57,selected,3,0.9655172413793104
/trunk/src/MediSnap/src/medisnap/gui/ImportFileThread.java,1637296.java,142,154,selected,/trunk/MPOWER-Communicator/soap/call/client/src/main/java/at/arcsmed/mpower/communicator/soap/call/client/CallClient.java,215042.java,58,70,selected,3,0.9655172413793104
/EasyWay/src/org/easyway/tiles/generic/OptimizedSaver.java,2082.java,64,76,selected,/trunk/src/MediSnap/src/medisnap/gui/ImportFileThread.java,1637296.java,142,154,selected,3,0.9655172413793104
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/jotex/src/com/adobe/dp/epub/util/Base64.java,1494993.java,837,863,selected,3,1.0
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/src/main/java/org/owasp/esapi/codecs/Base64.java,925397.java,890,916,selected,3,0.965
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/src/main/java/org/owasp/esapi/codecs/Base64.java,925397.java,854,880,selected,3,0.965
/eu.more.components/eu.more.cryptographicservice/tags/1.0.0/src/eu/more/internal/commons/Base64.java,927691.java,754,780,selected,/jotex/src/com/adobe/dp/epub/util/Base64.java,1494993.java,873,899,selected,3,1.0
/Tesi/bracco-core/src/it/rm/bracco/pipeline/indexingPipe/terrier/BraccoTerrierUtils.java,1142350.java,17,59,selected,/trunk/UltimateMediaCollector/src/com/umc/builder/BuilderController.java,2705355.java,962,1003,selected,3,0.9491916859122402
/trunk/UltimateMediaCollector/src/com/umc/builder/BuilderController.java,2705355.java,962,1003,selected,/flowlet2/src/main/java/org/jboss/flowlet/rest/framework/FileCopy.java,226776.java,20,62,selected,3,0.9491916859122402
/PIPE2/trunk/src/org/systemsbiology/PIPE2/server/GOTableServiceImpl.java,1144005.java,142,184,selected,/trunk/UltimateMediaCollector/src/com/umc/builder/BuilderController.java,2705355.java,962,1003,selected,3,0.9491916859122402
/trunk/UltimateMediaCollector/src/com/umc/builder/BuilderController.java,2705355.java,962,1003,selected,/trunk/MavenPlugin/src/main/java/sample/install/InstallEclipsePlugin.java,1208371.java,105,147,selected,3,0.9491916859122402
/hadit/CopyNumberFileConcat.java,2685697.java,64,106,selected,/trunk/UltimateMediaCollector/src/com/umc/builder/BuilderController.java,2705355.java,962,1003,selected,3,0.9515011547344111
/JackySong-Core/test/jacky/lanlan/song/io/IOUtilsCopyTest.java,2078997.java,148,158,selected,/JackySong-Core/test/jacky/lanlan/song/io/IOUtilsCopyTest.java,2078997.java,284,294,selected,3,0.971830985915493
/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/edocs/controller/documentFilesStates/UploadFilesState.java,322320.java,81,89,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/edocs/util/link/DocsFacade.java,2309268.java,35,43,selected,3,0.9880952380952381
/trunk/core/workflow-base/src/main/java/net/sourceforge/ondex/workflow/engine/Engine.java,2077739.java,747,755,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/edocs/util/link/DocsFacade.java,2309268.java,35,43,selected,3,0.9764705882352941
/jflux/endrov/util/EvFileUtil.java,836722.java,118,126,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/edocs/util/link/DocsFacade.java,2309268.java,35,43,selected,3,0.9764705882352941
/branches/Aug09/backend2/core/src/main/java/net/sourceforge/ondex/workflow2/base/WrappedEngine.java,2455851.java,855,863,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/edocs/util/link/DocsFacade.java,2309268.java,35,43,selected,3,0.9764705882352941
/branches/Aug09/backend2/core/src/main/java/net/sourceforge/ondex/workflow2_old/WrappedEngine.java,499481.java,849,857,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/edocs/util/link/DocsFacade.java,2309268.java,35,43,selected,3,0.9764705882352941
/trunk/maven-plugin-pmd-build/src/main/java/net/sourceforge/pmd/build/util/FileUtil.java,1823751.java,50,58,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/edocs/util/link/DocsFacade.java,2309268.java,35,43,selected,3,0.9764705882352941
/branches/0.5/backend2/core/src/net/sourceforge/ondex/xten/workflow/WrappedEngine.java,591946.java,827,835,selected,/trunk/ProjectViaNet/WEB-INF/src/si/cit/eprojekti/edocs/util/link/DocsFacade.java,2309268.java,35,43,selected,3,0.9764705882352941
/BungeniOdfDom/trunk/src/org/bungeni/odfdom/utils/BungeniOdfFileCopy.java,702108.java,45,63,selected,/converge-server/modules/converge-ejb/src/main/java/dk/i2m/converge/ejb/facades/CatalogueFacadeBean.java,871757.java,711,729,selected,3,0.991304347826087
/java/aa-ranking/src/ScheduledRanking.java,93742.java,55,74,default,/BungeniOdfDom/trunk/src/org/bungeni/odfdom/utils/BungeniOdfFileCopy.java,702108.java,45,63,selected,3,0.9262295081967213
/BungeniOdfDom/trunk/src/org/bungeni/odfdom/utils/BungeniOdfFileCopy.java,702108.java,45,63,selected,/servers/jain-slee/core/common/src/main/java/org/mobicents/slee/container/deployment/jboss/DeploymentManagerMBeanImpl.java,1574719.java,145,163,selected,3,0.9826086956521739
/BungeniOdfDom/trunk/src/org/bungeni/odfdom/utils/BungeniOdfFileCopy.java,702108.java,45,63,selected,/src/org/openoffice/gdocs/util/Downloader.java,1435050.java,199,217,selected,3,0.9826086956521739
/BungeniOdfDom/trunk/src/org/bungeni/odfdom/utils/BungeniOdfFileCopy.java,702108.java,45,63,selected,/plugins/SectionEditor/src/org/bungeni/editor/section/refactor/xml/OdfPackageBackup.java,1524798.java,43,61,selected,3,0.991304347826087
/BungeniOdfDom/trunk/src/org/bungeni/odfdom/utils/BungeniOdfFileCopy.java,702108.java,45,63,selected,/ softwaresmith --username JSam84/src/us/ExcellentIngenuity/Software_Smith/File_Copy.java,668466.java,50,68,selected,3,0.9478260869565217
/BungeniOdfDom/trunk/src/org/bungeni/odfdom/utils/BungeniOdfFileCopy.java,702108.java,45,63,selected,/trunk/src/work/utilities/GeometrySeparator.java,1819337.java,144,162,selected,3,0.991304347826087
/BungeniOdfDom/trunk/src/org/bungeni/odfdom/utils/BungeniOdfFileCopy.java,702108.java,45,63,selected,/src/org/opengpx/FileSystemIntegration.java,1791697.java,70,88,selected,3,0.9826086956521739
/BungeniOdfDom/trunk/src/org/bungeni/odfdom/utils/BungeniOdfFileCopy.java,702108.java,45,63,selected,/trunk/src/work/utilities/GeometrySelector.java,388654.java,111,129,selected,3,0.991304347826087
/2.1/edits/eu/fbk/hlt/common/SerializationManager.java,2154817.java,183,203,selected,/trunk/edits-common/src/main/java/org/edits/models/EDITSModel.java,2337215.java,109,130,selected,3,0.9679144385026738
/src/net/slashie/utils/FileUtil.java,2481488.java,54,80,selected,/yajsh/src/com/qaessentials/utils/FileUtils.java,2543434.java,154,181,selected,3,0.9219512195121952
/jotex/src/com/adobe/dp/epub/util/Base64.java,1494993.java,837,863,selected,/trunk/workspace-mozswing/base64/src/net/sourceforge/iharder/Base64.java,1876215.java,789,815,selected,3,1.0
/src/main/java/org/owasp/esapi/codecs/Base64.java,925397.java,890,916,selected,/trunk/workspace-mozswing/base64/src/net/sourceforge/iharder/Base64.java,1876215.java,789,815,selected,3,0.965
/src/main/java/org/owasp/esapi/codecs/Base64.java,925397.java,854,880,selected,/trunk/workspace-mozswing/base64/src/net/sourceforge/iharder/Base64.java,1876215.java,789,815,selected,3,0.965
/jotex/src/com/adobe/dp/epub/util/Base64.java,1494993.java,873,899,selected,/trunk/workspace-mozswing/base64/src/net/sourceforge/iharder/Base64.java,1876215.java,789,815,selected,3,1.0
/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,/trunk/src/com/thyante/thelibrarian/util/FileUtil.java,881437.java,27,38,selected,3,0.9795918367346939
/gooble/src/simplephoto/util/PhotoServer.java,1121084.java,40,51,selected,/trunk/src/com/thyante/thelibrarian/util/FileUtil.java,881437.java,27,38,selected,3,0.9895833333333334
/trunk/modules/utilities/src/net/assimilator/utilities/console/dnd/FileDropTarget.java,1236073.java,145,156,selected,/trunk/src/com/thyante/thelibrarian/util/FileUtil.java,881437.java,27,38,selected,3,0.9895833333333334
/trunk/other_versions/Pointrel20100813/source/org/pointrel/pointrel20100813/core/ResourceFileSupport.java,2027381.java,127,138,selected,/trunk/src/com/thyante/thelibrarian/util/FileUtil.java,881437.java,27,38,selected,3,0.9795918367346939
/trunk/other_versions/Pointrel20100218/source/org/pointrel/pointrel20100218/core/ResourceFileSupport.java,1303146.java,127,138,selected,/trunk/src/com/thyante/thelibrarian/util/FileUtil.java,881437.java,27,38,selected,3,0.9795918367346939
/trunk/src/com/thyante/thelibrarian/util/FileUtil.java,881437.java,27,38,selected,/xwrdispo/src/ch/xwr/dispo/excel/rep2/ExcelTemplate.java,652645.java,35,46,selected,3,0.9895833333333334
/trunk/Pointrel20090201/source/org/pointrel/pointrel20090201/core/ResourceFileSupport.java,2393609.java,127,138,selected,/trunk/src/com/thyante/thelibrarian/util/FileUtil.java,881437.java,27,38,selected,3,0.9795918367346939
/trunk/src/com/thyante/thelibrarian/util/FileUtil.java,881437.java,27,38,selected,/trunk/Pointrel20110330/source/org/pointrel/pointrel20110330/archives/ResourceFileSupport.java,1480760.java,105,116,selected,3,0.9795918367346939
/trunk/src/com/thyante/thelibrarian/util/FileUtil.java,881437.java,27,38,selected,/wb_s2b/src/whiteboard/util/PhotoServer.java,221494.java,39,50,selected,3,0.9895833333333334
/src/com/t_oster/notenschrank/data/Sheet.java,1538221.java,261,272,selected,/trunk/src/com/thyante/thelibrarian/util/FileUtil.java,881437.java,27,38,selected,3,0.9583333333333334
/neon/tags/0.3.3/features/files/FileSystem.java,2295586.java,234,245,selected,/trunk/src/com/thyante/thelibrarian/util/FileUtil.java,881437.java,27,38,selected,3,0.9791666666666666
/tags/Pointrel20090201_0.0.1_alpha_AsOf20090405/source/org/pointrel/pointrel20090201/ResourceFileSupport.java,310688.java,127,138,selected,/trunk/src/com/thyante/thelibrarian/util/FileUtil.java,881437.java,27,38,selected,3,0.9795918367346939
/jotex/src/com/adobe/dp/epub/util/Base64.java,1494993.java,837,863,selected,/com.sametime.twitterclient/src/com/sametime/twitterclient/twitterapi/Base64.java,1607771.java,838,864,selected,3,1.0
/com.sametime.twitterclient/src/com/sametime/twitterclient/twitterapi/Base64.java,1607771.java,838,864,selected,/src/main/java/org/owasp/esapi/codecs/Base64.java,925397.java,890,916,selected,3,0.965
/com.sametime.twitterclient/src/com/sametime/twitterclient/twitterapi/Base64.java,1607771.java,838,864,selected,/src/main/java/org/owasp/esapi/codecs/Base64.java,925397.java,854,880,selected,3,0.965
/jotex/src/com/adobe/dp/epub/util/Base64.java,1494993.java,873,899,selected,/com.sametime.twitterclient/src/com/sametime/twitterclient/twitterapi/Base64.java,1607771.java,838,864,selected,3,1.0
/gzakoa/src/main/java/cn/myapps/core/filemanager/FileOperate.java,2224914.java,346,365,selected,/rapidwebgenx/WebContent/WEB-INF/classes/com/rapidweb/generator/engine/FileOperate.java,168944.java,152,172,selected,3,0.8811188811188811
/TestTools/CopyFiles.java,93611.java,296,315,default,/gzakoa/src/main/java/cn/myapps/core/filemanager/FileOperate.java,2224914.java,346,365,selected,3,0.9253731343283582
/TestTools/test/CopyFiles.java,100020.java,296,315,default,/gzakoa/src/main/java/cn/myapps/core/filemanager/FileOperate.java,2224914.java,346,365,selected,3,0.9253731343283582
/gzakoa/src/main/java/cn/myapps/core/filemanager/FileOperate.java,2224914.java,346,365,selected,/TestTools/src/com/ravi/actions/CopyFiles.java,2159413.java,299,318,selected,3,0.9253731343283582
/2.1/edits/eu/fbk/hlt/common/SerializationManager.java,2154817.java,36,47,selected,/trunk/edits-common/src/main/java/org/edits/models/EDITSModel.java,2337215.java,43,54,selected,3,1.0
/BlueBox/src/android/bluebox/model/DatabaseBox.java,1724220.java,849,873,selected,/BlueBox/src/android/bluebox/model/DatabaseBox.java,1724220.java,875,899,selected,3,1.0
/trunk/core/workflow-base/src/main/java/net/sourceforge/ondex/workflow/engine/Base64.java,375037.java,887,913,selected,/jotex/src/com/adobe/dp/epub/util/Base64.java,1494993.java,837,863,selected,3,1.0
/trunk/core/workflow-base/src/main/java/net/sourceforge/ondex/workflow/engine/Base64.java,375037.java,887,913,selected,/src/main/java/org/owasp/esapi/codecs/Base64.java,925397.java,890,916,selected,3,0.965
/trunk/core/workflow-base/src/main/java/net/sourceforge/ondex/workflow/engine/Base64.java,375037.java,887,913,selected,/src/main/java/org/owasp/esapi/codecs/Base64.java,925397.java,854,880,selected,3,0.965
/trunk/core/workflow-base/src/main/java/net/sourceforge/ondex/workflow/engine/Base64.java,375037.java,887,913,selected,/jotex/src/com/adobe/dp/epub/util/Base64.java,1494993.java,873,899,selected,3,1.0
/CapIt/src/javacode/cn/seed/util/FileUtil.java,1663295.java,43,76,selected,/portal/shelves/elundgren/trunk/portal-impl/src/com/liferay/portal/util/FileImpl.java,1029586.java,88,121,selected,3,0.9683257918552036
/gooble/src/simplephoto/util/PhotoServer.java,1121084.java,40,51,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9693877551020408
/trunk/src/genreman/Main.java,1558659.java,969,980,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
/trunk/modules/utilities/src/net/assimilator/utilities/console/dnd/FileDropTarget.java,1236073.java,145,156,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9693877551020408
/cts/tools/vm-tests/src/util/build/BuildStep.java,2564261.java,93,104,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
/trunk/UltimateMediaCollector/src/com/umc/helper/UMCUtils.java,332157.java,480,491,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,/tags/jtbdivelogbook/2.0.0/jtbdivelogbook-core/src/main/java/be/vds/jtbdive/core/utils/FileUtil.java,1339727.java,21,32,selected,3,0.9795918367346939
/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,/Implementation/src/gpsmate/utils/FileTool.java,2631723.java,112,123,selected,3,0.9795918367346939
/lightattachment/src/com/lightattachment/stats/ReportGenerator.java,197938.java,245,256,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
/support/support/PngRenamer.java,1574657.java,111,122,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,/xwrdispo/src/ch/xwr/dispo/excel/rep2/ExcelTemplate.java,652645.java,35,46,selected,3,0.9693877551020408
/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,/trunk/jtb-taskmanager/jtb-taskmanager/src/main/java/be/vds/jtb/taskmanager/utils/FileUtil.java,760963.java,29,40,selected,3,0.9795918367346939
/paloetl/etlcore/src/main/java/com/jedox/etl/core/util/FileUtil.java,91947.java,61,72,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
/trunk/src/penguin/helpers/FileSystem.java,1011432.java,596,607,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
/main/java/be/vds/jtbdive/utils/FileUtil.java,1221453.java,21,32,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
/trunk/jtb-nonProject/jtb-basics-core/src/main/java/be/vds/basics/util/FileUtil.java,1372098.java,24,35,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,/wb_s2b/src/whiteboard/util/PhotoServer.java,221494.java,39,50,selected,3,0.9693877551020408
/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,/JobRunner/src/org/ivoa/util/FileUtils.java,1230451.java,283,294,selected,3,0.9795918367346939
/util/FileCopy.java,251951.java,15,26,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
/trunk/UltimateMediaCollector/src/com/umc/builder/BuilderController.java,2705355.java,1005,1016,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
/pl/umk/webclient/WebClient.java,1398143.java,185,196,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,/src/at/priv/hofer/itunes/Repair.java,1829489.java,289,300,selected,3,0.9795918367346939
/trunk/jtb-nonProject/jtb-basics-client/src/main/java/be/vds/jtb/basics/client/utils/FileUtil.java,1023723.java,24,35,selected,/trunk/other_versions/Pointrel20100810/source/org/pointrel/pointrel20100810/core/ResourceFileSupport.java,2240414.java,127,138,selected,3,0.9795918367346939
