Filepath1, Filename1, Startline1, Endline1, Type1, Filepath2, Filename2, Startline2, Endline2, Type2, Clonetype, Similarity
/matsim/branches/dgbranch/src/org/matsim/network/algorithms/NetworkTeleatlasAddSpeedRestrictions.java,1743617.java,85,189,selected,null,CopyFileSamples.java,55,61,sample,3,0.06
/src/jpcsp/util/Utilities.java,692239.java,302,314,selected,null,CopyFileSamples.java,55,61,sample,3,0.4015748
/trunk/src/jparc/gov/sns/apps/mpx/MPXTwissPlot.java,306806.java,626,958,selected,null,CopyFileSamples.java,55,61,sample,3,0.009005697
/trunk/symmetric/symmetric-core/src/main/java/org/jumpmind/symmetric/service/impl/ConfigurationService.java,1611387.java,145,152,selected,null,CopyFileSamples.java,55,61,sample,3,0.32352942
/branches/digtv_dev02/scheduler/java/ws/system/ScheduleDataRes.java,1467992.java,162,253,selected,null,CopyFileSamples.java,38,40,sample,3,0.02171767
/Curator/src/edu/ucla/mbi/curator/actions/curator/interaction/GetAvailableExperimentsForInteraction.java,2676849.java,84,93,selected,null,CopyFileSamples.java,55,61,sample,3,0.5212766
/src/main/java/se/slackers/locality/media/reader/ByteStreamReader.java,461654.java,59,69,selected,null,CopyFileSamples.java,55,61,sample,3,0.5394737
/jimagick/src/jimagick/gui/JIMenuBar.java,815257.java,50,140,selected,null,CopyFileSamples.java,55,61,sample,3,0.066841416
/classes/java/org/szegedi/nbpipe/TestNonblockingPipe.java,1565214.java,147,156,selected,null,CopyFileSamples.java,55,61,sample,3,0.55172414
/trunk/yawleditor/tags/v1.3/tools/proguard3.2/src/proguard/io/DataEntryCopier.java,2106746.java,55,112,selected,null,CopyFileSamples.java,71,79,sample,3,0.14285715
/NettyExtension/trunk/src/main/java/org/jboss/netty/handler/traffic/AbstractTrafficShapingHandler.java,687252.java,172,175,selected,null,CopyFileSamples.java,55,61,sample,3,0.5
/trunk/dz/src/java/net/sf/dz/daemon/tcp/Controller.java,1646089.java,232,245,selected,null,CopyFileSamples.java,71,79,sample,3,0.50526315
/main/rtjdds/rtps/messages/NoKeyData.java,2151420.java,30,43,selected,null,CopyFileSamples.java,18,36,sample,3,0.57009345
/trunk/packaging/servers/apache-tomcat-7.0.8/webapps/examples/WEB-INF/classes/async/Async2.java,2122924.java,18,44,selected,null,CopyFileSamples.java,38,40,sample,3,0.11891892
/java/src/gov/lanl/adore/diag/XMLFormatter.java,86132.java,12,26,selected,null,CopyFileSamples.java,38,40,sample,3,0.17857143
/net/sf/fmj/media/codec/audio/alaw/Decoder.java,24041.java,37,52,selected,null,CopyFileSamples.java,38,40,sample,3,0.0729927
/trunk/Screech/src/org/semantic/reasoning/screech/asyn/util/ResultPool.java,1440931.java,20,27,selected,null,CopyFileSamples.java,38,40,sample,3,0.32307693
/portofino/trunk/portofino-jar/src/main/java/com/manydesigns/portofino/methods/scrud/CreateUpdateForm.java,1934899.java,868,905,selected,null,CopyFileSamples.java,63,69,sample,3,0.16190477
/trunk/jcompany/maven_plugin/plc-maven-plugin/src/main/java/org/jcompany/maven/PlcBehaviourDeployTomcat.java,1343857.java,40,47,selected,null,CopyFileSamples.java,18,36,sample,3,0.5140187
/jxmltv_grabber/JavaXmlTvCore/src/main/java/org/anuta/xmltv/XMLTVGrabber.java,1239240.java,50,69,selected,null,CopyFileSamples.java,63,69,sample,3,0.32
/trunk/src/main/java/org/cmsuite2/business/handler/LicenseHandler.java,1257434.java,40,54,selected,null,CopyFileSamples.java,18,36,sample,3,0.5960265
/dcm4che14/tags/DCM4CHE_1_4_15/samples/java/DcmDir.java,62679.java,335,349,default,null,CopyFileSamples.java,55,61,sample,3,0.41025642
/dcm4che14/tags/DCM4CHE_2_14_22_TAGA/samples/java/Pdf2Dcm.java,37587.java,126,130,default,null,CopyFileSamples.java,71,79,sample,3,0.6060606
/ironrhino/src/org/ironrhino/core/fs/impl/AbstractFileStorage.java,2481639.java,60,85,selected,null,CopyFileSamples.java,63,69,sample,3,0.25128207
/unit/org/creativor/rayson/transport/server/ConnectionPacketLinkTest.java,335772.java,82,95,selected,null,CopyFileSamples.java,18,36,sample,3,0.5408805
/hlj-svn-source/cms/jeecms/src/com/jeecms/cms/entity/main/Channel.java,2562186.java,477,484,selected,null,CopyFileSamples.java,18,36,sample,3,0.23364486
/branches/smfifo/clipc-java/src/java/com/lts/ipc/smfifo/SMFIFO.java,1462474.java,283,293,selected,null,CopyFileSamples.java,38,40,sample,3,0.2923077
/portal/src/main/java/org/telscenter/sail/webapp/CreateDefaultRooloLOROtmlCurnits.java,1189121.java,58,95,selected,null,CopyFileSamples.java,42,53,sample,3,0.25477707
/moepservicesNG/src/net/moep/ircservices/par/IRCJoinBean.java,91058.java,135,147,selected,null,CopyFileSamples.java,55,61,sample,3,0.32857144
/trunk/AsteriskSafletDesigner.diagram/src/com/safi/workshop/part/SafiWorkshopEditorUtil.java,1475438.java,453,480,selected,null,CopyFileSamples.java,18,36,sample,3,0.36501902
/opennms/trunk/opennms-services/src/test/java/org/opennms/netmgt/config/SnmpPeerFactoryTest.java,2293075.java,29,31,selected,null,CopyFileSamples.java,71,79,sample,3,0.057142857
/JSystemFramework/trunk/JSystemPackage/jsystem/jsystemCore/src/jsystem/framework/JSystemProperties.java,2095609.java,117,133,selected,null,CopyFileSamples.java,55,61,sample,3,0.46875
/nl/hupa/model/MD2.java,693409.java,339,347,selected,null,CopyFileSamples.java,38,40,sample,3,0.25333333
/servers/media/core/server-impl/src/main/java/org/mobicents/media/server/impl/resource/mediaplayer/audio/tts/TtsTrackImpl.java,1165215.java,47,57,selected,null,CopyFileSamples.java,38,40,sample,3,0.19266056
/memcache-client-forjava/src/java/com/alisoft/xplatform/asf/cache/memcached/client/SockIOPool.java,953604.java,1533,1535,selected,null,CopyFileSamples.java,38,40,sample,3,0.5
/xtrememp-0.6.3/src/xtrememp/tag/GenericInfo.java,2378856.java,137,140,selected,null,CopyFileSamples.java,55,61,sample,3,0.14814815
/Ports/iOSPort/xmlvm/apache-harmony-6.0-src-r991881/classlib/modules/luni/src/test/api/common/org/apache/harmony/luni/tests/java/io/FileOutputStreamTest.java,599465.java,225,234,selected,null,CopyFileSamples.java,71,79,sample,3,0.6419753
/trunk/workspace/tl/src/org/bee/tl/core/compile/ErrorToken.java,2328758.java,26,28,selected,null,CopyFileSamples.java,63,69,sample,3,0.2037037
/xsocket/sandbox/comet/trunk/src/main/java/org/xsocket/bayeux/http/BayeuxClientProxy.java,84474.java,200,211,selected,null,CopyFileSamples.java,71,79,sample,3,0.6351351
/trunk/joeq_native/joeq/Scheduler/jq_InterrupterThread.java,861497.java,52,90,selected,null,CopyFileSamples.java,55,61,sample,3,0.12060302
/fdtHCI/src/lia/util/net/common/DDCopy.java,2504304.java,171,338,selected,null,CopyFileSamples.java,18,36,sample,3,0.07336757
/GoldenGateR66/trunk/src/main/java/openr66/protocol/localhandler/LocalClientHandler.java,2637349.java,48,51,selected,null,CopyFileSamples.java,63,69,sample,3,0.5185185
/coosproject/trunk/messaging/lib/src/main/java/org/coos/messaging/COOS.java,1705018.java,121,123,selected,null,CopyFileSamples.java,63,69,sample,3,0.2777778
/trunk/src/engine/clients/Client.java,1302250.java,128,130,selected,null,CopyFileSamples.java,38,40,sample,3,0.33333334
/trunk/test/org/pagger/data/picture/TestHelper.java,935572.java,18,24,selected,null,CopyFileSamples.java,71,79,sample,3,0.71428573
/classes/HTTPClient/Response.java,618750.java,711,743,selected,null,CopyFileSamples.java,63,69,sample,3,0.16171618
/dynamic-container-balancer/src/main/java/org/jboss/netty/example/telnet/TelnetServerHandler.java,1114977.java,42,59,selected,null,CopyFileSamples.java,18,36,sample,3,0.5877193
/moved-to-github/fedora/trunk/fcrepo-server/src/test/java/org/fcrepo/server/journal/readerwriter/multifile/TestLockingFollowingJournalReader.java,2370021.java,53,74,selected,null,CopyFileSamples.java,18,36,sample,3,0.44761905
/trunk/src/net/sourceforge/jcoupling2/dao/obsolete/Channel.java,52972.java,67,69,selected,null,CopyFileSamples.java,55,61,sample,3,0.16666667
/branches/jaxlib-01/jaxlib/jaxlib-core/src/java/jaxlib/io/stream/XRandomAccessFile.java,2678288.java,73,75,selected,null,CopyFileSamples.java,55,61,sample,3,0.25925925
/trunk/shared/test/org/jcvi/vics/shared/fasta/FASTAFileNodeHelperTest.java,452244.java,20,43,selected,null,CopyFileSamples.java,42,53,sample,3,0.37356323
/External Wings/src/net/sf/odinms/net/world/WorldChannelInterfaceImpl.java,2683405.java,491,500,selected,null,CopyFileSamples.java,63,69,sample,3,0.62666667
/tags/R20070218-0_2_0/org.pluginbuilder.autotestsuite/src/org/pluginbuilder/autotestsuite/AutoTestSuite.java,2527534.java,146,172,selected,null,CopyFileSamples.java,71,79,sample,3,0.28169015
/playgrounds/trunk/southAfrica/src/main/java/playground/southafrica/gauteng/GautengOwnController.java,58295.java,304,344,selected,null,CopyFileSamples.java,71,79,sample,3,0.1618799
/jetrix/trunk/src/java/net/jetrix/commands/SummonCommand.java,1790165.java,33,65,selected,null,CopyFileSamples.java,63,69,sample,3,0.18978103
/trunk/jmri/java/test/jmri/jmrit/symbolicprog/HexVariableValueTest.java,1057994.java,17,19,selected,null,CopyFileSamples.java,38,40,sample,3,0.20481928
/core/trunk/src/main/java/org/colombbus/tangara/util/PrintWriterComposite.java,755882.java,171,181,selected,null,CopyFileSamples.java,55,61,sample,3,0.6481481
/head/src/main/java/bpiwowar/expmanager/rsrc/Resource.java,1070886.java,230,252,selected,null,CopyFileSamples.java,55,61,sample,3,0.2292683
/branches/refactor/src/org/jsynthlib/synthdrivers/RolandGP16/RolandGP16DataHandlers.java,1779813.java,571,582,selected,null,CopyFileSamples.java,71,79,sample,3,0.5176471
/trunk/sandirc/src/main/java/net/sourceforge/sandirc/events/InviteEventRunnable.java,335009.java,19,31,selected,null,CopyFileSamples.java,71,79,sample,3,0.50961536
/Common.java,87052.java,106,116,default,null,CopyFileSamples.java,55,61,sample,3,0.40336135
/protostuff-me/src/test/java/com/dyuproject/protostuff/me/Baz.java,1538013.java,135,153,selected,null,CopyFileSamples.java,55,61,sample,3,0.3966942
/trunk/buildrobot/worker-simple/src/net/sf/buildbox/worker/subversion/SvnFetchWorkerPlugin.java,1275030.java,201,251,selected,null,CopyFileSamples.java,55,61,sample,3,0.13178295
/trunk/jupiter/classpath/classpath-0.03/classpath/org/omg/PortableServer/POAPackage/ObjectAlreadyActiveHelper.java,277687.java,92,94,selected,null,CopyFileSamples.java,63,69,sample,3,0.4074074
/trunk/src/it/unina/seclab/jafimon/util/FileTools.java,1258967.java,53,61,selected,null,CopyFileSamples.java,38,40,sample,3,0.25274727
/HowTo/src/Modelo/Ingredient.java,1777925.java,53,75,selected,null,CopyFileSamples.java,55,61,sample,3,0.35460994
/trunk/lib/iccess/test/CurveStructureTest.java,74996.java,29,67,default,null,CopyFileSamples.java,55,61,sample,3,0.13424657
/main/java/barde/log/view/SimpleLogView.java,74216.java,89,95,selected,null,CopyFileSamples.java,55,61,sample,3,0.61538464
/java/org/orbeon/oxf/processor/generator/XLSGenerator.java,2689504.java,46,77,selected,null,CopyFileSamples.java,42,53,sample,3,0.29749104
/dsm2-grid-map/src/gov/ca/bdo/modeling/dsm2/map/client/map/ChannelInfoPanel.java,2392159.java,190,193,selected,null,CopyFileSamples.java,42,53,sample,3,0.28735632
/LegendofMinith/src/legendofminith/OnlineConnection.java,2448976.java,42,67,selected,null,CopyFileSamples.java,55,61,sample,3,0.30967742
/jsuneido/src/suneido/database/Database.java,1928723.java,278,282,selected,null,CopyFileSamples.java,38,40,sample,3,0.5
/trunk/src/jparc/gov/sns/apps/scorestb/Restorer.java,2065410.java,148,232,selected,null,CopyFileSamples.java,55,61,sample,3,0.0801964
/jxclient/trunk/gui/src/main/java/com/realtime/crossfire/jxclient/sound/Processor.java,1655530.java,75,172,selected,null,CopyFileSamples.java,18,36,sample,3,0.16396104
/replicator/src/java/com/continuent/tungsten/replicator/channel/ChannelAssignmentService.java,2348002.java,166,176,selected,null,CopyFileSamples.java,71,79,sample,3,0.56060606
/trunk/externals/tuxguitar/TuxGuitar/src/org/herac/tuxguitar/app/editors/channel/TGChannelHandle.java,84270.java,51,53,selected,null,CopyFileSamples.java,63,69,sample,3,0.25925925
/main/java/barde/lipo/LogPanel.java,2046890.java,27,60,selected,null,CopyFileSamples.java,42,53,sample,3,0.16937356
/IOIOLib/src/ioio/lib/impl/SpiMasterImpl.java,86112.java,94,98,selected,null,CopyFileSamples.java,71,79,sample,3,0.5
/oasis-wrapper/src/jssh/src/jssh/OpenChannel.java,897191.java,55,111,selected,null,CopyFileSamples.java,42,53,sample,3,0.20689656
/xBaseJ/src/org/xBaseJ/DBF.java,1742081.java,1558,1625,selected,null,CopyFileSamples.java,71,79,sample,3,0.11984283
rce/com/markpiper/tvtray/ChannelManager.java,1780911.java,203,205,selected,null,CopyFileSamples.java,42,53,sample,3,0.10344828
s/jam/src/org/jsresources/apps/jam/style/Style.java,1486222.java,105,108,selected,null,CopyFileSamples.java,42,53,sample,3,0.3908046
/src/prisms/impl/SampleUploadPlugin.java,1603732.java,119,168,selected,null,CopyFileSamples.java,38,40,sample,3,0.060150377
/capabilities/spmlr2/main/src/main/java/org/atricore/idbus/capabilities/spmlr2/main/client/SpmlR2MediationClientImpl.java,2084601.java,204,210,selected,null,CopyFileSamples.java,18,36,sample,3,0.34579438
/workspace/erp/src/com/kongur/network/erp/request/ic/taobao/TaobaoItemRequest.java,211187.java,68,70,selected,null,CopyFileSamples.java,18,36,sample,3,0.08411215
/tags/FindPeaks-3.2.1/src/transcriptome_analysis/Genome_Alignment/WigGeneration.java,568631.java,218,231,selected,null,CopyFileSamples.java,18,36,sample,3,0.65
/dcm4che14/tags/DCM4JBOSS_2_0_1/samples/java/DcmDir.java,65982.java,260,270,default,null,CopyFileSamples.java,63,69,sample,3,0.516129
/trunk/host/java/src/net/sf/jaer/hardwareinterface/usb/cypressfx2/CypressFX2EEPROM.java,308466.java,158,419,selected,null,CopyFileSamples.java,63,69,sample,3,0.010759919
/branches/brainsharedemo/ssf/main/src/com/sitescape/team/ssfs/server/impl/SiteScapeFileSystemImpl.java,1043622.java,215,217,selected,null,CopyFileSamples.java,63,69,sample,3,0.7037037
/spindles-gwt/src/spindles/gwt/shared/SleepPartDTO.java,1546786.java,16,18,selected,null,CopyFileSamples.java,55,61,sample,3,0.14814815
/src/SenezConsole.java,86133.java,318,370,default,null,CopyFileSamples.java,63,69,sample,3,0.11111111
/src/org/opendedup/sdfs/Config.java,1114845.java,262,306,selected,null,CopyFileSamples.java,42,53,sample,3,0.123980425
/banch/javaCommon_3_devel/src/org/jcvi/trace/fourFiveFour/flowgram/sff/SffWriter.java,2074294.java,67,82,selected,null,CopyFileSamples.java,55,61,sample,3,0.30952382
/Plugins/Reporting/src/com/rapidminer/gui/report/ReportPostProduction.java,1629376.java,58,95,selected,null,CopyFileSamples.java,38,40,sample,3,0.077738516
/moxie/log/FileLog.java,2440018.java,566,592,selected,null,CopyFileSamples.java,63,69,sample,3,0.23557693
/trunk/src/java/org/tolk/io/extension/ipico/ReaderDao.java,434752.java,80,95,selected,null,CopyFileSamples.java,71,79,sample,3,0.41666666
/Once Server/src/com/once/search/Finder.java,2262728.java,27,57,selected,null,CopyFileSamples.java,63,69,sample,3,0.16199377
/Carp/src/org/carp/assemble/ReaderAssemble.java,1775030.java,42,57,selected,null,CopyFileSamples.java,55,61,sample,3,0.35416666
/nek_dev/RDV 2 dev/src/org/rdv/DataPanelManager.java,1184292.java,163,181,selected,null,CopyFileSamples.java,18,36,sample,3,0.5253165
/mr3_alpha8_to_9/trunk/MR3_from8/plugins/org/semanticweb/mmm/mr3/rssPlugin/RSSPluginUI.java,2033347.java,75,77,selected,null,CopyFileSamples.java,18,36,sample,3,0.12149533
/shipshape/src/main/java/com/uusee/crawler/pageprocessor/baike/BaikeDataSourcePageProcessor.java,651023.java,33,211,selected,null,CopyFileSamples.java,71,79,sample,3,0.04129993
/eip320new/src/com/dcivision/framework/notification/ByteArrayDataSource.java,2364603.java,45,55,selected,null,CopyFileSamples.java,55,61,sample,3,0.56962025
/trunk/src/org/timothyb89/jtelirc/karma/KarmaListener.java,1575305.java,53,55,selected,null,CopyFileSamples.java,71,79,sample,3,0.13636364
/apollo/trunk/src/java/apollo/dataadapter/gamexml/GAMEAdapter.java,2387666.java,261,292,selected,null,CopyFileSamples.java,38,40,sample,3,0.08301887
/trunk/eXist/test/src/org/exist/xquery/value/BinaryValueFromInputStreamTest.java,1029177.java,18,42,selected,null,CopyFileSamples.java,38,40,sample,3,0.13580246
/applications/mailservice/server/src/org/jsmtpd/core/common/io/dataStream/DataStreamParser.java,652127.java,60,69,selected,null,CopyFileSamples.java,42,53,sample,3,0.55172414
/branches/teamwork/jaicwain/src/de/teamwork/irc/msgutils/TopicReply.java,2022968.java,52,54,selected,null,CopyFileSamples.java,18,36,sample,3,0.2990654
/MainProject/com/pcmsolutions/system/ZUtilities.java,938993.java,704,719,selected,null,CopyFileSamples.java,18,36,sample,3,0.64615387
/jhomenet-main/jhomenet-ui/trunk/src/jhomenet/ui/table/model/AbstractDataTableRow.java,386181.java,48,50,selected,null,CopyFileSamples.java,63,69,sample,3,0.22222222
/struts2-jquery-grid-showcase/src/main/java/com/jgeppert/struts2/jquery/grid/showcase/dao/AbstractSimpleGenericDao.java,1244244.java,49,58,selected,null,CopyFileSamples.java,71,79,sample,3,0.6363636
/trunk/LockyStumbler/src/jp/locky/stumbler/LockyStumblerSound.java,1309422.java,137,163,selected,null,CopyFileSamples.java,71,79,sample,3,0.30392158
/branches/gjm_frontier_tangent/heritrix/src/java/org/archive/crawler/datamodel/settings/XMLSettingsHandler.java,1494357.java,232,243,selected,null,CopyFileSamples.java,71,79,sample,3,0.6111111
/ace/tags/ACE_M2/src/java/ch/iserver/ace/net/impl/protocol/AbstractConnection.java,1767640.java,88,90,selected,null,CopyFileSamples.java,63,69,sample,3,0.14814815
/NettyExtension/tags/1.1.1/src/main/java/org/jboss/netty/example/http2/snoop/HttpRequestHandler.java,2125215.java,269,330,selected,null,CopyFileSamples.java,42,53,sample,3,0.13588111
/trunk/jorgan-midimerger/src/main/java/jorgan/midimerger/MidiMerger.java,1389926.java,69,74,selected,null,CopyFileSamples.java,55,61,sample,3,0.537037
/trunk/compute/src/org/jcvi/vics/compute/service/ap16s/AnalysisPipeline16SSubmitJobService.java,1919117.java,42,91,selected,null,CopyFileSamples.java,63,69,sample,3,0.105726875
/KETL/src/com/kni/etl/ketl/smp/ETLWriter.java,2040039.java,198,208,selected,null,CopyFileSamples.java,38,40,sample,3,0.21782178
/trunk/src/jparc/gov/sns/apps/energymaster/CaMonitorBuffer.java,2010010.java,57,69,selected,null,CopyFileSamples.java,38,40,sample,3,0.25316456
/src/moea/moga/examples/ProfileManualThreads.java,120507.java,21,103,selected,null,CopyFileSamples.java,18,36,sample,3,0.09979424
/trunk/src/com/ununbium/Util/FileUtil.java,2091393.java,177,188,selected,null,CopyFileSamples.java,38,40,sample,3,0.18421052
/src/com/ghostsq/commander/FileCommander.java,861130.java,125,198,selected,null,CopyFileSamples.java,71,79,sample,3,0.09797823
/tags/ossobook_V3_06/Software/ossobook_V10_jar/Server/javamail-1.4.1/demo/search.java,4260.java,134,181,default,null,CopyFileSamples.java,55,61,sample,3,0.08319467
/javax/media/format/AudioFormat.java,1833467.java,307,309,selected,null,CopyFileSamples.java,38,40,sample,3,0.33333334
/trunk/babble/src/main/java/net/sf/babble/events/ListEvent.java,276464.java,45,47,selected,null,CopyFileSamples.java,71,79,sample,3,0.16666667
/org.apache.lucene/org.apache.lucene_1.9.1.v20080530-1600src/org/apache/lucene/search/spans/SpanOrQuery.java,2126350.java,53,68,selected,null,CopyFileSamples.java,42,53,sample,3,0.4695652
/com/cameocontrol/cameo/gui/SSheetTableModel.java,2393757.java,52,62,selected,null,CopyFileSamples.java,18,36,sample,3,0.5546219
/apps/hiperoffice/src/com/knowgate/hipergate/Categories.java,370647.java,162,179,selected,null,CopyFileSamples.java,42,53,sample,3,0.1670823
/0ctope/java_api/src/com/sun/imageio/plugins/gif/GIFImageReaderSpi.java,1312230.java,31,33,selected,null,CopyFileSamples.java,63,69,sample,3,0.46296296
/drk/sound/SoundStreamer.java,2289414.java,50,88,selected,null,CopyFileSamples.java,42,53,sample,3,0.2891986
/tags/FindPeaks-3.2.1/src/transcriptome_analysis/Genome_Alignment/ExonAnalysis.java,1077610.java,162,227,selected,null,CopyFileSamples.java,71,79,sample,3,0.104273506
/graniteds_builder/trunk/src/org/granite/generator/as3/reflect/JavaRemoteDestination.java,935066.java,66,68,selected,null,CopyFileSamples.java,42,53,sample,3,0.10344828
/sgs-server/trunk/sgs-server/src/main/java/com/sun/sgs/impl/nio/AsyncDatagramChannelImpl.java,1076399.java,563,566,selected,null,CopyFileSamples.java,42,53,sample,3,0.12643678
/trunk/container/src/java/org/torweg/pulse/util/io/SerializableDataSource.java,1260075.java,283,292,selected,null,CopyFileSamples.java,63,69,sample,3,0.5890411
/src/uk/org/toot/midi/message/MachineControlMsg.java,2049609.java,69,71,selected,null,CopyFileSamples.java,71,79,sample,3,0.21212122
/jspx/utils/DBUtil.java,1222397.java,33,51,selected,null,CopyFileSamples.java,63,69,sample,3,0.36231884
mples/src/MixingFloatAudioInputStream.java,28853.java,47,53,default,null,CopyFileSamples.java,71,79,sample,3,0.6296296
/java/trunk/src/net/sourceforge/openstego/plugin/lsb/LSBInputStream.java,2189166.java,83,94,selected,null,CopyFileSamples.java,71,79,sample,3,0.5822785
ional/arconclient/src/com/fujitsu/arcon/servlet/JobManager.java,731655.java,565,653,selected,null,CopyFileSamples.java,63,69,sample,3,0.07692308
/AceAuction/lib/jpedal/src/src/org/jpedal/fonts/Type3.java,2717656.java,35,43,selected,null,CopyFileSamples.java,18,36,sample,3,0.5420561
/WorkbookTaglib/wkb-html-converter/src/main/java/com/amwebexpert/csv/converter/HtmlConverter.java,1439341.java,36,86,selected,null,CopyFileSamples.java,55,61,sample,3,0.123222746
/v0.81/app/srctest/test/xlsx/BigGridDemo.java,1089358.java,149,152,selected,null,CopyFileSamples.java,38,40,sample,3,0.68
/GoldenGateCommon/trunk/src/main/java/goldengate/common/file/filesystembased/FilesystemBasedFileImpl.java,633120.java,603,628,selected,null,CopyFileSamples.java,38,40,sample,3,0.1570248
/karatasi-java/tags/0.2.4/src/tst/test/net/sf/karatasi/server/NioClient.java,1843831.java,26,88,selected,null,CopyFileSamples.java,42,53,sample,3,0.18114144
/trunk/cmsui1.0/src/java/com/wwfish/cmsui/modules/content/client/ContentWidget.java,1511729.java,78,137,selected,null,CopyFileSamples.java,18,36,sample,3,0.25994694
/dev/rtdsm/code/src/edu/sdsc/rtdsm/dig/sites/lake/SensorMetaData.java,465789.java,141,150,selected,null,CopyFileSamples.java,42,53,sample,3,0.5104167
/compierezk/trunk/compierezk/src/main/java/org/adempiere/webui/editor/WImageEditor.java,385807.java,78,81,selected,null,CopyFileSamples.java,42,53,sample,3,0.09195402
/trunk/jaxlib-ee/jaxlib-ee-core/src/jaxlib/ee/jms/serial/SerialStreamMessage.java,169984.java,165,178,selected,null,CopyFileSamples.java,38,40,sample,3,0.1637931
/studies/Mylyn-Bugzilla/workspace/org.eclipse.mylyn.monitor.core/src/org/eclipse/mylyn/internal/monitor/core/util/ZipFileUtil.java,1374338.java,74,92,selected,null,CopyFileSamples.java,18,36,sample,3,0.6744186
/src/com/leff/midi/event/ChannelEvent.java,1086992.java,91,101,selected,null,CopyFileSamples.java,18,36,sample,3,0.39252338
/tags/groimp_1_0_0/trunk/IMP-3D/src/de/grogra/imp3d/gl20/GL20ResourceShaderFragment.java,615075.java,333,335,selected,null,CopyFileSamples.java,18,36,sample,3,0.08411215
/GoldenGateArkheion/trunk/test/java/gg/arkheion/http/HttpClient.java,1900107.java,192,221,selected,null,CopyFileSamples.java,63,69,sample,3,0.17161717
/org/jnerve/ChannelManager.java,1435448.java,176,188,selected,null,CopyFileSamples.java,42,53,sample,3,0.6321839
/trunk/SafiFastAgi1.7/src/org/asteriskjava/live/DefaultAsteriskServer.java,2280661.java,155,157,selected,null,CopyFileSamples.java,71,79,sample,3,0.25757575
/testing/src/test/java/br/com/acme/transaction/EasyMockTestRefactored.java,1717355.java,41,51,selected,null,CopyFileSamples.java,55,61,sample,3,0.63492066
/oldjava/+demo/PreImageHarvester/LYCOS/ImageHarvester.java,41776.java,88,114,default,null,CopyFileSamples.java,71,79,sample,3,0.2769953
/Expenses/trunk/lib/simple-xml-2.6.2/test/src/org/simpleframework/xml/core/PathWithTextAndElementTest.java,380848.java,96,106,selected,null,CopyFileSamples.java,63,69,sample,3,0.45714286
/jdi-poc/src/debugger/StreamRedirecter.java,309466.java,20,30,selected,null,CopyFileSamples.java,71,79,sample,3,0.525
/com/cameocontrol/cameo/gui/SSheetTableModel.java,2393757.java,52,62,selected,null,CopyFileSamples.java,42,53,sample,3,0.46218488
/trunk/jorgan-midimerger/src/main/java/jorgan/midimerger/gui/preferences/MidiMergerCategory.java,1992060.java,107,118,selected,null,CopyFileSamples.java,38,40,sample,3,0.2647059
/BNUBot/src/net/bnubot/bot/commands/CommandRejoin.java,331018.java,13,17,selected,null,CopyFileSamples.java,38,40,sample,3,0.41509435
/ftraq/fs/UiFSConsole.java,847799.java,123,131,selected,null,CopyFileSamples.java,55,61,sample,3,0.5119048
